time_ms,channel,freq_mhz,samples,detected,occupancy_pct,alert,mode
124269,0,2400.0,50,1,2,0,FULL
126786,80,2480.0,50,1,2,0,FULL
126913,84,2484.0,50,1,2,0,FULL
129298,2,2402.0,50,1,2,0,FULL
130117,28,2428.0,50,1,2,0,FULL
131690,78,2478.0,50,1,2,0,FULL
131817,82,2482.0,50,1,2,0,FULL
134957,24,2424.0,50,1,2,0,FULL
144191,2,2402.0,50,1,2,0,FULL
144916,25,2425.0,50,1,2,0,FULL
146583,78,2478.0,50,1,2,0,FULL
146679,81,2481.0,50,1,2,0,FULL
149913,26,2426.0,50,1,2,0,FULL
150008,29,2429.0,50,1,2,0,FULL
150261,37,2437.0,50,1,2,0,FULL
150420,42,2442.0,50,2,4,0,FULL
150453,43,2443.0,50,1,2,0,FULL
151083,63,2463.0,50,1,2,0,FULL
151430,74,2474.0,50,1,2,0,FULL
154097,1,2401.0,50,1,2,0,FULL
154822,24,2424.0,50,1,2,0,FULL
156616,81,2481.0,50,1,2,0,FULL
159126,3,2403.0,50,1,2,0,FULL
159757,23,2423.0,50,1,2,0,FULL
161550,80,2480.0,50,1,2,0,FULL
164689,22,2422.0,50,3,6,0,FULL
164722,23,2423.0,50,2,4,0,FULL
164755,24,2424.0,50,2,4,0,FULL
164788,25,2425.0,50,3,6,0,FULL
164820,26,2426.0,50,3,6,0,FULL
164853,27,2427.0,50,2,4,0,FULL
164918,29,2429.0,50,2,4,0,FULL
164950,30,2430.0,50,1,2,0,FULL
164982,31,2431.0,50,3,6,0,FULL
165015,32,2432.0,50,2,4,0,FULL
165080,34,2434.0,50,2,4,0,FULL
165112,35,2435.0,50,2,4,0,FULL
165208,38,2438.0,50,2,4,0,FULL
169008,1,2401.0,50,1,2,0,FULL
169732,24,2424.0,50,1,2,0,FULL
171400,77,2477.0,50,1,2,0,FULL
171496,80,2480.0,50,1,2,0,FULL
174038,3,2403.0,50,1,2,0,FULL
176460,80,2480.0,50,1,2,0,FULL
176556,83,2483.0,50,1,2,0,FULL
178972,2,2402.0,50,1,2,0,FULL
179822,29,2429.0,50,1,2,0,FULL
179887,31,2431.0,50,2,4,0,FULL
179951,33,2433.0,50,3,6,0,FULL
180015,35,2435.0,50,3,6,0,FULL
180079,37,2437.0,50,3,6,0,FULL
180143,39,2439.0,50,1,2,0,FULL
180207,41,2441.0,50,2,4,0,FULL
180272,43,2443.0,50,3,6,0,FULL
180335,45,2445.0,50,2,4,0,FULL
180431,48,2448.0,50,2,4,0,FULL
180463,49,2449.0,50,1,2,0,FULL
180622,54,2454.0,50,2,4,0,FULL
180655,55,2455.0,50,1,2,0,FULL
180719,57,2457.0,50,3,6,0,FULL
180752,58,2458.0,50,3,6,0,FULL
180973,65,2465.0,50,2,4,0,FULL
181131,70,2470.0,50,3,6,0,FULL
181164,71,2471.0,50,1,2,0,FULL
181448,80,2480.0,50,1,2,0,FULL
181481,81,2481.0,50,1,2,0,FULL
184747,27,2427.0,50,1,2,0,FULL
186319,77,2477.0,50,1,2,0,FULL
186416,80,2480.0,50,1,2,0,FULL
189681,26,2426.0,50,1,2,0,FULL
189776,29,2429.0,50,1,2,0,FULL
191381,80,2480.0,50,1,2,0,FULL
194616,25,2425.0,50,1,2,0,FULL
194743,29,2429.0,50,1,2,0,FULL
196379,81,2481.0,50,1,2,0,FULL
199645,27,2427.0,50,1,2,0,FULL
201407,83,2483.0,50,1,2,0,FULL
204515,24,2424.0,50,1,2,0,FULL
204610,27,2427.0,50,1,2,0,FULL
206310,81,2481.0,50,1,2,0,FULL
209449,23,2423.0,50,1,2,0,FULL
209923,38,2438.0,50,3,6,0,FULL
209986,40,2440.0,50,2,4,0,FULL
210302,50,2450.0,50,1,2,0,FULL
210429,54,2454.0,50,1,2,0,FULL
210525,57,2457.0,50,1,2,0,FULL
210589,59,2459.0,50,2,4,0,FULL
210999,72,2472.0,50,1,2,0,FULL
211032,73,2473.0,50,1,2,0,FULL
211315,82,2482.0,50,1,2,0,FULL
214581,28,2428.0,50,1,2,0,FULL
221180,80,2480.0,50,1,2,0,FULL
221370,86,2486.0,50,1,2,0,FULL
223787,5,2405.0,50,1,2,0,FULL
224731,35,2435.0,50,1,2,0,FULL
224763,36,2436.0,50,2,4,0,FULL
224796,37,2437.0,50,2,4,0,FULL
224829,38,2438.0,50,3,6,0,FULL
224862,39,2439.0,50,2,4,0,FULL
224894,40,2440.0,50,3,6,0,FULL
224927,41,2441.0,50,2,4,0,FULL
224959,42,2442.0,50,2,4,0,FULL
224992,43,2443.0,50,2,4,0,FULL
225025,44,2444.0,50,2,4,0,FULL
225089,46,2446.0,50,2,4,0,FULL
225216,50,2450.0,50,2,4,0,FULL
225249,51,2451.0,50,3,6,0,FULL
225282,52,2452.0,50,3,6,0,FULL
226163,80,2480.0,50,1,2,0,FULL
228674,2,2402.0,50,1,2,0,FULL
229398,25,2425.0,50,1,2,0,FULL
231066,78,2478.0,50,1,2,0,FULL
231193,82,2482.0,50,1,2,0,FULL
236094,80,2480.0,50,1,2,0,FULL
236189,83,2483.0,50,1,2,0,FULL
236568,95,2495.0,50,2,4,0,FULL
236601,96,2496.0,50,10,20,1,FULL
236916,106,2506.0,50,1,2,0,FULL
238704,5,2405.0,50,1,2,0,FULL
238988,14,2414.0,50,1,2,0,FULL
239209,21,2421.0,50,1,2,0,FULL
239336,25,2425.0,50,1,2,0,FULL
239432,28,2428.0,50,1,2,0,FULL
239842,41,2441.0,50,1,2,0,FULL
239937,44,2444.0,50,3,6,0,FULL
240064,48,2448.0,50,3,6,0,FULL
240129,50,2450.0,50,3,6,0,FULL
240193,52,2452.0,50,2,4,0,FULL
240320,56,2456.0,50,1,2,0,FULL
240384,58,2458.0,50,3,6,0,FULL
240510,62,2462.0,50,2,4,0,FULL
240575,64,2464.0,50,3,6,0,FULL
240608,65,2465.0,50,2,4,0,FULL
240641,66,2466.0,50,3,6,0,FULL
240704,68,2468.0,50,3,6,0,FULL
240831,72,2472.0,50,2,4,0,FULL
240864,73,2473.0,50,3,6,0,FULL
240897,74,2474.0,50,2,4,0,FULL
240961,76,2476.0,50,3,6,0,FULL
241119,81,2481.0,50,1,2,0,FULL
243819,9,2409.0,50,1,2,0,FULL
244355,26,2426.0,50,1,2,0,FULL
244450,29,2429.0,50,1,2,0,FULL
245898,75,2475.0,50,1,2,0,FULL
245993,78,2478.0,50,1,2,0,FULL
248504,0,2400.0,50,1,2,0,FULL
249354,27,2427.0,50,1,2,0,FULL
251148,84,2484.0,50,1,2,0,FULL
253659,6,2406.0,50,1,2,0,FULL
254194,23,2423.0,50,1,2,0,FULL
254289,26,2426.0,50,1,2,0,FULL
254386,29,2429.0,50,1,2,0,FULL
255959,79,2479.0,50,1,2,0,FULL
258439,0,2400.0,50,1,2,0,FULL
259289,27,2427.0,50,1,2,0,FULL
259384,30,2430.0,50,1,2,0,FULL
260958,80,2480.0,50,1,2,0,FULL
261053,83,2483.0,50,1,2,0,FULL
263438,1,2401.0,50,1,2,0,FULL
263565,5,2405.0,50,1,2,0,FULL
264196,25,2425.0,50,1,2,0,FULL
264291,28,2428.0,50,1,2,0,FULL
265865,78,2478.0,50,1,2,0,FULL
265960,81,2481.0,50,1,2,0,FULL
266055,84,2484.0,50,1,2,0,FULL
268472,3,2403.0,50,1,2,0,FULL
269196,26,2426.0,50,1,2,0,FULL
269921,49,2449.0,50,2,4,0,FULL
269984,51,2451.0,50,1,2,0,FULL
270081,54,2454.0,50,1,2,0,FULL
270144,56,2456.0,50,3,6,0,FULL
270209,58,2458.0,50,3,6,0,FULL
270273,60,2460.0,50,3,6,0,FULL
270714,74,2474.0,50,3,6,0,FULL
270747,75,2475.0,50,2,4,0,FULL
270874,79,2479.0,50,1,2,0,FULL
273636,9,2409.0,50,1,2,0,FULL
273700,11,2411.0,50,1,2,0,FULL
274236,28,2428.0,50,1,2,0,FULL
275716,75,2475.0,50,1,2,0,FULL
275905,81,2481.0,50,1,2,0,FULL
278448,4,2404.0,50,1,2,0,FULL
278983,21,2421.0,50,1,2,0,FULL
279173,27,2427.0,50,1,2,0,FULL
280747,77,2477.0,50,1,2,0,FULL
280873,81,2481.0,50,1,2,0,FULL
280969,84,2484.0,50,1,2,0,FULL
283291,0,2400.0,50,1,2,0,FULL
283481,6,2406.0,50,1,2,0,FULL
284206,29,2429.0,50,1,2,0,FULL
284741,46,2446.0,50,2,4,0,FULL
284774,47,2447.0,50,3,6,0,FULL
284838,49,2449.0,50,2,4,0,FULL
284870,50,2450.0,50,2,4,0,FULL
284903,51,2451.0,50,3,6,0,FULL
284936,52,2452.0,50,2,4,0,FULL
284968,53,2453.0,50,3,6,0,FULL
285001,54,2454.0,50,2,4,0,FULL
285034,55,2455.0,50,2,4,0,FULL
285067,56,2456.0,50,3,6,0,FULL
285100,57,2457.0,50,2,4,0,FULL
285132,58,2458.0,50,2,4,0,FULL
285164,59,2459.0,50,2,4,0,FULL
288305,1,2401.0,50,1,2,0,FULL
288432,5,2405.0,50,1,2,0,FULL
289030,24,2424.0,50,1,2,0,FULL
290824,81,2481.0,50,1,2,0,FULL
290919,84,2484.0,50,1,2,0,FULL
294059,26,2426.0,50,1,2,0,FULL
294155,29,2429.0,50,1,2,0,FULL
295728,79,2479.0,50,1,2,0,FULL
295855,83,2483.0,50,1,2,0,FULL
300033,58,2458.0,50,1,2,0,FULL
300096,60,2460.0,50,1,2,0,FULL
300255,65,2465.0,50,1,2,0,FULL
300570,75,2475.0,50,1,2,0,FULL
300666,78,2478.0,50,1,2,0,FULL
300762,81,2481.0,50,1,2,0,FULL
303209,1,2401.0,50,1,2,0,FULL
303273,3,2403.0,50,1,2,0,FULL
303903,23,2423.0,50,1,2,0,FULL
304124,30,2430.0,50,1,2,0,FULL
305667,79,2479.0,50,1,2,0,FULL
305795,83,2483.0,50,1,2,0,FULL
308304,5,2405.0,50,1,2,0,FULL
309029,28,2428.0,50,1,2,0,FULL
310508,75,2475.0,50,1,2,0,FULL
310635,79,2479.0,50,1,2,0,FULL
310731,82,2482.0,50,1,2,0,FULL
313116,0,2400.0,50,1,2,0,FULL
313211,3,2403.0,50,1,2,0,FULL
313841,23,2423.0,50,1,2,0,FULL
315541,77,2477.0,50,1,2,0,FULL
315636,80,2480.0,50,1,2,0,FULL
318241,5,2405.0,50,1,2,0,FULL
318777,22,2422.0,50,1,2,0,FULL
318999,29,2429.0,50,1,2,0,FULL
320478,76,2476.0,50,1,2,0,FULL
320573,79,2479.0,50,1,2,0,FULL
323053,0,2400.0,50,1,2,0,FULL
323180,4,2404.0,50,1,2,0,FULL
323810,24,2424.0,50,1,2,0,FULL
323905,27,2427.0,50,1,2,0,FULL
325573,80,2480.0,50,1,2,0,FULL
328084,2,2402.0,50,1,2,0,FULL
328179,5,2405.0,50,1,2,0,FULL
328715,22,2422.0,50,1,2,0,FULL
330006,63,2463.0,50,3,6,0,FULL
330039,64,2464.0,50,3,6,0,FULL
330071,65,2465.0,50,1,2,0,FULL
330167,68,2468.0,50,1,2,0,FULL
330262,71,2471.0,50,3,6,0,FULL
330327,73,2473.0,50,3,6,0,FULL
330484,78,2478.0,50,1,2,0,FULL
330580,81,2481.0,50,1,2,0,FULL
330676,84,2484.0,50,1,2,0,FULL
