time_ms,channel,freq_mhz,samples,detected,occupancy_pct,alert,mode
67438,22,2422.0,50,1,2,0,WIFI
67470,27,2427.0,50,11,22,1,WIFI
67503,32,2432.0,50,0,0,0,WIFI
67535,37,2437.0,50,1,2,0,WIFI
67568,42,2442.0,50,0,0,0,WIFI
67601,47,2447.0,50,1,2,0,WIFI
67634,52,2452.0,50,1,2,0,WIFI
67666,57,2457.0,50,2,4,0,WIFI
67699,62,2462.0,50,0,0,0,WIFI
67731,67,2467.0,50,0,0,0,WIFI
67764,72,2472.0,50,0,0,0,WIFI
68797,12,2412.0,50,0,0,0,WIFI
68829,17,2417.0,50,0,0,0,WIFI
68861,22,2422.0,50,1,2,0,WIFI
68894,27,2427.0,50,0,0,0,WIFI
68927,32,2432.0,50,0,0,0,WIFI
68960,37,2437.0,50,2,4,0,WIFI
68993,42,2442.0,50,0,0,0,WIFI
69025,47,2447.0,50,0,0,0,WIFI
69057,52,2452.0,50,0,0,0,WIFI
69090,57,2457.0,50,0,0,0,WIFI
69123,62,2462.0,50,0,0,0,WIFI
69155,67,2467.0,50,0,0,0,WIFI
69188,72,2472.0,50,0,0,0,WIFI
70220,12,2412.0,50,1,2,0,WIFI
70253,17,2417.0,50,6,12,0,WIFI
70286,22,2422.0,50,1,2,0,WIFI
70319,27,2427.0,50,0,0,0,WIFI
70351,32,2432.0,50,0,0,0,WIFI
70383,37,2437.0,50,0,0,0,WIFI
70416,42,2442.0,50,0,0,0,WIFI
70449,47,2447.0,50,0,0,0,WIFI
70481,52,2452.0,50,0,0,0,WIFI
70514,57,2457.0,50,0,0,0,WIFI
70547,62,2462.0,50,0,0,0,WIFI
70580,67,2467.0,50,0,0,0,WIFI
70611,72,2472.0,50,0,0,0,WIFI
71645,12,2412.0,50,0,0,0,WIFI
71677,17,2417.0,50,5,10,0,WIFI
71710,22,2422.0,50,0,0,0,WIFI
71742,27,2427.0,50,0,0,0,WIFI
71775,32,2432.0,50,0,0,0,WIFI
71808,37,2437.0,50,0,0,0,WIFI
71840,42,2442.0,50,0,0,0,WIFI
71873,47,2447.0,50,0,0,0,WIFI
71906,52,2452.0,50,0,0,0,WIFI
71939,57,2457.0,50,0,0,0,WIFI
71970,62,2462.0,50,0,0,0,WIFI
72003,67,2467.0,50,0,0,0,WIFI
72036,72,2472.0,50,0,0,0,WIFI
73068,12,2412.0,50,0,0,0,WIFI
73101,17,2417.0,50,4,8,0,WIFI
73134,22,2422.0,50,0,0,0,WIFI
73166,27,2427.0,50,0,0,0,WIFI
73199,32,2432.0,50,0,0,0,WIFI
73232,37,2437.0,50,4,8,0,WIFI
73265,42,2442.0,50,0,0,0,WIFI
73296,47,2447.0,50,0,0,0,WIFI
73329,52,2452.0,50,0,0,0,WIFI
73362,57,2457.0,50,0,0,0,WIFI
73395,62,2462.0,50,0,0,0,WIFI
73427,67,2467.0,50,0,0,0,WIFI
73460,72,2472.0,50,0,0,0,WIFI
